STATE_NAME,HOUSE_OF_PARLIAMENT,TENURE,Sno,MP_NAME,HOUSE_NAME,CONSTITUENCY,ALLOCATED_AMT,TENURE_START_DATE,TENURE_END_DATE,Total_Amt,allocated_amount,state,constituency,mp_name,work_id,work_recommendation_dtl_id
Rajasthan,2,18th Lok Sabha,359.0,RAJ KUMAR ROAT,Lok Sabha,BANSWARA(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Rajasthan,BANSWARA(ST),RAJ KUMAR ROAT,,
Bihar,2,18th Lok Sabha,360.0,RAJA RAM SINGH,Lok Sabha,KARAKAT,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,KARAKAT,RAJA RAM SINGH,,
Maharashtra,2,18th Lok Sabha,361.0,RAJABHAU,Lok Sabha,NASHIK,152878682.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,152937186.62,Maharashtra,NASHIK,RAJABHAU,,
Himachal Pradesh,2,18th Lok Sabha,362.0,RAJEEV BHARDWAJ,Lok Sabha,KANGRA,179388967.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,179457616.73,Himachal Pradesh,KANGRA,RAJEEV BHARDWAJ,,
Uttar Pradesh,2,18th Lok Sabha,363.0,RAJEEV RAI,Lok Sabha,GHOSI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Uttar Pradesh,GHOSI,RAJEEV RAI,,
Bihar,2,18th Lok Sabha,364.0,RAJESH RANJAN ALIAS PAPPU YADAV,Lok Sabha,PURNEA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,PURNEA,RAJESH RANJAN ALIAS PAPPU YADAV,,
Bihar,2,18th Lok Sabha,365.0,RAJESH VERMA,Lok Sabha,KHAGARIA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,KHAGARIA,RAJESH VERMA,,
Gujarat,2,18th Lok Sabha,366.0,Rajeshbhai Naranbhai Chudasama,Lok Sabha,JUNAGADH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Gujarat,JUNAGADH,Rajeshbhai Naranbhai Chudasama,,
Bihar,2,18th Lok Sabha,367.0,Rajiv Pratap Rudy,Lok Sabha,SARAN,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,SARAN,Rajiv Pratap Rudy,,
Bihar,2,18th Lok Sabha,368.0,Rajiv Ranjan (Lalan) Singh,Lok Sabha,MUNGER,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,MUNGER,Rajiv Ranjan (Lalan) Singh,,
Uttar Pradesh,2,18th Lok Sabha,369.0,Rajkumar Chahar ,Lok Sabha,FATEHPUR SIKRI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,FATEHPUR SIKRI,Rajkumar Chahar ,,
Uttar Pradesh,2,18th Lok Sabha,370.0,Rajnath Singh,Lok Sabha,LUCKNOW,154808797.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,154868040.25,Uttar Pradesh,LUCKNOW,Rajnath Singh,,
Gujarat,2,18th Lok Sabha,371.0,RAJPALSINH MAHENDRASINH JADAV,Lok Sabha,PANCHMAHAL,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,PANCHMAHAL,RAJPALSINH MAHENDRASINH JADAV,,
West Bengal,2,18th Lok Sabha,372.0,Raju Bista,Lok Sabha,DARJEELING,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,DARJEELING,Raju Bista,,
Uttar Pradesh,2,18th Lok Sabha,373.0,RAKESH RATHOR,Lok Sabha,SITAPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,SITAPUR,RAKESH RATHOR,,
Assam,2,18th Lok Sabha,374.0,RAKIBUL HUSSAIN,Lok Sabha,DHUBRI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Assam,DHUBRI,RAKIBUL HUSSAIN,,
Uttar Pradesh,2,18th Lok Sabha,375.0,RAM PRASAD CHAUDHARY,Lok Sabha,BASTI,204176957.11,"Apr 6, 2024 12:00:00 AM","Mar 6, 2029 11:59:59 PM",,204255092.74,Uttar Pradesh,BASTI,RAM PRASAD CHAUDHARY,,
Uttar Pradesh,2,18th Lok Sabha,376.0,Ram Shiromani,Lok Sabha,SHRAWASTI,151746878.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,151804949.49,Uttar Pradesh,SHRAWASTI,Ram Shiromani,,
Telangana,2,18th Lok Sabha,377.0,RAMASAHAYAM RAGHURAM REDDY,Lok Sabha,KHAMMAM,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Telangana,KHAMMAM,RAMASAHAYAM RAGHURAM REDDY,,
Uttar Pradesh,2,18th Lok Sabha,378.0,RAMASHANKAR RAJBHAR,Lok Sabha,SALEMPUR,160056927.07,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,160118178.59,Uttar Pradesh,SALEMPUR,RAMASHANKAR RAJBHAR,,
Uttar Pradesh,2,18th Lok Sabha,379.0,RAMBHUAL NISHAD,Lok Sabha,SULTANPUR,151231957.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,151289831.44,Uttar Pradesh,SULTANPUR,RAMBHUAL NISHAD,,
Uttar Pradesh,2,18th Lok Sabha,380.0,RAMESH AWASTHI,Lok Sabha,KANPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,KANPUR,RAMESH AWASTHI,,
Karnataka,2,18th Lok Sabha,381.0,Ramesh Chandappa Jigajinagi,Lok Sabha,BIJAPUR(SC),269500000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,269603133.84,Karnataka,BIJAPUR(SC),Ramesh Chandappa Jigajinagi,,
Bihar,2,18th Lok Sabha,382.0,Ramprit Mandal,Lok Sabha,JHANJHARPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,JHANJHARPUR,Ramprit Mandal,,
Delhi,2,18th Lok Sabha,383.0,Ramvir Singh Bidhuri,Lok Sabha,SOUTH DELHI,147559100.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147615568.78,Delhi,SOUTH DELHI,Ramvir Singh Bidhuri,,
Assam,2,18th Lok Sabha,384.0,RANJIT DUTTA,Lok Sabha,Sonitpur,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Assam,Sonitpur,RANJIT DUTTA,,
Haryana,2,18th Lok Sabha,385.0,Rao Inderjit Singh,Lok Sabha,GURGAON,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Haryana,GURGAON,Rao Inderjit Singh,,
Rajasthan,2,18th Lok Sabha,386.0,Rao Rajendra Singh,Lok Sabha,JAIPUR RURAL,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Rajasthan,JAIPUR RURAL,Rao Rajendra Singh,,
Bihar,2,18th Lok Sabha,387.0,Ravi Shankar Prasad,Lok Sabha,PATNA SAHIB,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Bihar,PATNA SAHIB,Ravi Shankar Prasad,,
Maharashtra,2,18th Lok Sabha,388.0,RAVINDRA DATTARAM WAIKAR,Lok Sabha,MUMBAI NORTH WEST,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,MUMBAI NORTH WEST,RAVINDRA DATTARAM WAIKAR,,
Uttar Pradesh,2,18th Lok Sabha,389.0,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,Lok Sabha,GORAKHPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,GORAKHPUR,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,,
Maharashtra,2,18th Lok Sabha,390.0,Ravindra Vasantrao Chavan,Lok Sabha,NANDED,147000000.0,"Nov 28, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,NANDED,Ravindra Vasantrao Chavan,,
Mizoram,2,18th Lok Sabha,391.0,RICHARD VANLALHMANGAIHA,Lok Sabha,MIZORAM (ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Mizoram,MIZORAM (ST),RICHARD VANLALHMANGAIHA,,
Tamil Nadu,2,18th Lok Sabha,392.0,ROBERT BRUCE C,Lok Sabha,TIRUNELVELI,147475440.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147531876.87,Tamil Nadu,TIRUNELVELI,ROBERT BRUCE C,,
Madhya Pradesh,2,18th Lok Sabha,393.0,Rodmal Nagar ,Lok Sabha,RAJGARH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Madhya Pradesh,RAJGARH,Rodmal Nagar ,,
Chhattisgarh,2,18th Lok Sabha,394.0,ROOP KUMARI CHOUDHARY,Lok Sabha,MAHASAMUND,153035414.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,153093978.49,Chhattisgarh,MAHASAMUND,ROOP KUMARI CHOUDHARY,,
Uttar Pradesh,2,18th Lok Sabha,395.0,RUCHI VIRA,Lok Sabha,MORADABAD,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,MORADABAD,RUCHI VIRA,,
Odisha,2,18th Lok Sabha,396.0,RUDRA NARAYAN PANY,Lok Sabha,DHENKANAL,155013957.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,155073278.76,Odisha,DHENKANAL,RUDRA NARAYAN PANY,,
Nagaland,2,18th Lok Sabha,397.0,S SUPONGMEREN JAMIR,Lok Sabha,NAGALAND,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Nagaland,NAGALAND,S SUPONGMEREN JAMIR,,
Tamil Nadu,2,18th Lok Sabha,398.0,S Venkatesan,Lok Sabha,MADURAI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,MADURAI,S Venkatesan,,
Tamil Nadu,2,18th Lok Sabha,399.0,S. Jagathrakshakan,Lok Sabha,ARAKKONAM,180589332.34,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,180658441.32,Tamil Nadu,ARAKKONAM,S. Jagathrakshakan,,
Tamil Nadu,2,18th Lok Sabha,400.0,SACHITHANANTHAM R,Lok Sabha,DINDIGUL,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,DINDIGUL,SACHITHANANTHAM R,,
Karnataka,2,18th Lok Sabha,401.0,SAGAR ESHWAR KHANDRE,Lok Sabha,BIDAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Karnataka,BIDAR,SAGAR ESHWAR KHANDRE,,
Meghalaya,2,18th Lok Sabha,402.0,SALENG A SANGMA,Lok Sabha,TURA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Meghalaya,TURA,SALENG A SANGMA,,
Odisha,2,18th Lok Sabha,403.0,SAMBIT PATRA,Lok Sabha,PURI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Odisha,PURI,SAMBIT PATRA,,
Uttar Pradesh,2,18th Lok Sabha,404.0,SANATAN PANDEY,Lok Sabha,BALLIA,180420041.4,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,180489085.6,Uttar Pradesh,BALLIA,SANATAN PANDEY,,
Maharashtra,2,18th Lok Sabha,405.0,SANJAY DINA PATIL,Lok Sabha,MUMBAI NORTH EAST,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Maharashtra,MUMBAI NORTH EAST,SANJAY DINA PATIL,,
Maharashtra,2,18th Lok Sabha,406.0,Sanjay Haribhau Jadhav,Lok Sabha,PARBHANI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,PARBHANI,Sanjay Haribhau Jadhav,,
Bihar,2,18th Lok Sabha,407.0,Sanjay Jaiswal,Lok Sabha,PASCHIM CHAMPARAN,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,PASCHIM CHAMPARAN,Sanjay Jaiswal,,
Telangana,2,18th Lok Sabha,408.0,Sanjay Kumar Bandi,Lok Sabha,KARIMNAGAR,172775317.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,172841435.78,Telangana,KARIMNAGAR,Sanjay Kumar Bandi,,
Jharkhand,2,18th Lok Sabha,409.0,Sanjay Seth ,Lok Sabha,RANCHI,147064357.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147120636.56,Jharkhand,RANCHI,Sanjay Seth ,,
Maharashtra,2,18th Lok Sabha,410.0,Sanjay Uttamrao Deshmukh,Lok Sabha,YAVATMAL-WASHIM,185640423.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,185711464.96,Maharashtra,YAVATMAL-WASHIM,Sanjay Uttamrao Deshmukh,,
Rajasthan,2,18th Lok Sabha,411.0,SANJNA JATAV,Lok Sabha,BHARATPUR(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Rajasthan,BHARATPUR(SC),SANJNA JATAV,,
Chhattisgarh,2,18th Lok Sabha,412.0,Santosh Pandey,Lok Sabha,RAJNANDGAON,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Chhattisgarh,RAJNANDGAON,Santosh Pandey,,
Odisha,2,18th Lok Sabha,413.0,Saptagiri Sankar Ulaka,Lok Sabha,KORAPUT(ST),269500000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,269603133.84,Odisha,KORAPUT(ST),Saptagiri Sankar Ulaka,,
Punjab,2,18th Lok Sabha,414.0,SARABJEET SINGH KHALSA,Lok Sabha,FARIDKOT(SC),150850348.15,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,150908076.44,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,,
Tamil Nadu,2,18th Lok Sabha,415.0,Sasikanth Senthil,Lok Sabha,TIRUVALLUR(SC),171500000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,171565630.62,Tamil Nadu,TIRUVALLUR(SC),Sasikanth Senthil,,
Haryana,2,18th Lok Sabha,416.0,SATPAL BRAHAMCHARI,Lok Sabha,SONEPAT,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Haryana,SONEPAT,SATPAL BRAHAMCHARI,,
West Bengal,2,18th Lok Sabha,417.0,Saumitra khan ,Lok Sabha,BISHNUPUR(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,BISHNUPUR(SC),Saumitra khan ,,
Madhya Pradesh,2,18th Lok Sabha,418.0,SAVITRI THAKUR,Lok Sabha,DHAR(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Madhya Pradesh,DHAR(ST),SAVITRI THAKUR,,
West Bengal,2,18th Lok Sabha,419.0,SAYANI GHOSH,Lok Sabha,JADAVPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,JADAVPUR,SAYANI GHOSH,,
Haryana,2,18th Lok Sabha,420.0,SELJA,Lok Sabha,SIRSA(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Haryana,SIRSA(SC),SELJA,,
Tamil Nadu,2,18th Lok Sabha,421.0,SELVAGANAPATHI T M,Lok Sabha,SALEM,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,SALEM,SELVAGANAPATHI T M,,
Tamil Nadu,2,18th Lok Sabha,422.0,SELVARAJ V,Lok Sabha,NAGAPATTINAM(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,NAGAPATTINAM(SC),SELVARAJ V,,
Kerala,2,18th Lok Sabha,423.0,SHAFI PARAMBIL,Lok Sabha,VADAKARA,147000000.0,"Jun 5, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Kerala,VADAKARA,SHAFI PARAMBIL,,
Bihar,2,18th Lok Sabha,424.0,SHAMBHAVI,Lok Sabha,SAMASTIPUR(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,SAMASTIPUR(SC),SHAMBHAVI,,
Madhya Pradesh,2,18th Lok Sabha,425.0,Shankar Lalwani,Lok Sabha,INDORE,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Madhya Pradesh,INDORE,Shankar Lalwani,,
Uttar Pradesh,2,18th Lok Sabha,426.0,SHASHANK MANI,Lok Sabha,DEORIA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,DEORIA,SHASHANK MANI,,
West Bengal,2,18th Lok Sabha,427.0,Shatrughan Sinha,Lok Sabha,ASANSOL,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,ASANSOL,Shatrughan Sinha,,
Punjab,2,18th Lok Sabha,428.0,SHER SINGH GHUBAYA,Lok Sabha,FIROZPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Punjab,FIROZPUR,SHER SINGH GHUBAYA,,
Madhya Pradesh,2,18th Lok Sabha,429.0,SHIVMANGAL SINGH TOMAR,Lok Sabha,MORENA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Madhya Pradesh,MORENA,SHIVMANGAL SINGH TOMAR,,
Madhya Pradesh,2,18th Lok Sabha,430.0,SHIVRAJ SINGH CHOUHAN,Lok Sabha,VIDISHA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Madhya Pradesh,VIDISHA,SHIVRAJ SINGH CHOUHAN,,
Karnataka,2,18th Lok Sabha,431.0,SHOBHA KARANDLAJE,Lok Sabha,BANGALORE NORTH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Karnataka,BANGALORE NORTH,SHOBHA KARANDLAJE,,
Gujarat,2,18th Lok Sabha,432.0,SHOBHANABEN MAHENDRASINH BARAIYA,Lok Sabha,SABARKANTHA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,SABARKANTHA,SHOBHANABEN MAHENDRASINH BARAIYA,,
Karnataka,2,18th Lok Sabha,433.0,SHREYAS. M. PATEL,Lok Sabha,HASSAN,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Karnataka,HASSAN,SHREYAS. M. PATEL,,
Haryana,2,18th Lok Sabha,434.0,Shri  Dharambir Singh,Lok Sabha,BHIWANI MAHENDRAGARH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Haryana,BHIWANI MAHENDRAGARH,Shri  Dharambir Singh,,
West Bengal,2,18th Lok Sabha,435.0,Shri Abhishek Banerjee,Lok Sabha,DIAMOND HARBOUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,West Bengal,DIAMOND HARBOUR,Shri Abhishek Banerjee,,
Punjab,2,18th Lok Sabha,436.0,Shri Amar Singh,Lok Sabha,FATEHGARH SAHIB(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Punjab,FATEHGARH SAHIB(SC),Shri Amar Singh,,
Gujarat,2,18th Lok Sabha,437.0,Shri Amit Shah,Lok Sabha,GANDHINAGAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,GANDHINAGAR,Shri Amit Shah,,
Madhya Pradesh,2,18th Lok Sabha,438.0,Shri Anil Firojiya,Lok Sabha,UJJAIN(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Madhya Pradesh,UJJAIN(SC),Shri Anil Firojiya,,
Rajasthan,2,18th Lok Sabha,439.0,Shri Arjun Ram Meghwal,Lok Sabha,BIKANER(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Rajasthan,BIKANER(SC),Shri Arjun Ram Meghwal,,
Uttar Pradesh,2,18th Lok Sabha,440.0,Shri Arun Kumar Sagar ,Lok Sabha,SHAHJAHANPUR(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,SHAHJAHANPUR(SC),Shri Arun Kumar Sagar ,,
Karnataka,2,18th Lok Sabha,441.0,Shri B Y Raghavendra ,Lok Sabha,SHIMOGA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Karnataka,SHIMOGA,Shri B Y Raghavendra ,,
Kerala,2,18th Lok Sabha,442.0,Shri Benny Behanan,Lok Sabha,CHALAKUDY,164674770.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,164737788.81,Kerala,CHALAKUDY,Shri Benny Behanan,,
Odisha,2,18th Lok Sabha,443.0,Shri Bhartruhari Mahtab,Lok Sabha,CUTTACK,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Odisha,CUTTACK,Shri Bhartruhari Mahtab,,
Jharkhand,2,18th Lok Sabha,444.0,Shri Chandra Prakash Choudhary,Lok Sabha,GIRIDIH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Jharkhand,GIRIDIH,Shri Chandra Prakash Choudhary,,
West Bengal,2,18th Lok Sabha,445.0,Shri Deepak (Dev) Adhikari ,Lok Sabha,GHATAL,200747364.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,200824187.18,West Bengal,GHATAL,Shri Deepak (Dev) Adhikari ,,
Punjab,2,18th Lok Sabha,446.0,Shri Gurjeet Singh Aujla,Lok Sabha,AMRITSAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Punjab,AMRITSAR,Shri Gurjeet Singh Aujla,,
Rajasthan,2,18th Lok Sabha,447.0,Shri Hanuman Beniwal,Lok Sabha,NAGAUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Rajasthan,NAGAUR,Shri Hanuman Beniwal,,
Kerala,2,18th Lok Sabha,448.0,Shri Hibi Eden,Lok Sabha,ERNAKULAM,162177260.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,162239323.05,Kerala,ERNAKULAM,Shri Hibi Eden,,
Bihar,2,18th Lok Sabha,449.0,Shri Janardan Singh Sigriwal ,Lok Sabha,MAHARAJGANJ_BR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,MAHARAJGANJ_BR,Shri Janardan Singh Sigriwal ,,
Odisha,2,18th Lok Sabha,450.0,Shri Jual Oram,Lok Sabha,SUNDARGARH (ST),173096756.91,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,173162998.59,Odisha,SUNDARGARH (ST),Shri Jual Oram,,
Jammu And Kashmir,2,18th Lok Sabha,451.0,Shri Jugal Kishore Sharma,Lok Sabha,JAMMU,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Jammu And Kashmir,JAMMU,Shri Jugal Kishore Sharma,,
West Bengal,2,18th Lok Sabha,452.0,Shri Jyotirmay Singh Mahato ,Lok Sabha,PURULIA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,PURULIA,Shri Jyotirmay Singh Mahato ,,
Tamil Nadu,2,18th Lok Sabha,453.0,Shri Karti P Chidambaram ,Lok Sabha,SIVAGANGA,159049284.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,159110150.02,Tamil Nadu,SIVAGANGA,Shri Karti P Chidambaram ,,
Kerala,2,18th Lok Sabha,454.0,Shri Kumbakudi Sudhakaran,Lok Sabha,KANNUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Kerala,KANNUR,Shri Kumbakudi Sudhakaran,,
Karnataka,2,18th Lok Sabha,455.0,Shri LS Tejasvi Surya ,Lok Sabha,BANGALORE SOUTH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Karnataka,BANGALORE SOUTH,Shri LS Tejasvi Surya ,,
Kerala,2,18th Lok Sabha,456.0,Shri M K Raghavan,Lok Sabha,KOZHIKODE,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Kerala,KOZHIKODE,Shri M K Raghavan,,
Uttar Pradesh,2,18th Lok Sabha,457.0,Shri Narendra Modi,Lok Sabha,VARANASI,162070276.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,162132298.11,Uttar Pradesh,VARANASI,Shri Narendra Modi,,
Kerala,2,18th Lok Sabha,458.0,Shri NK Premachandran,Lok Sabha,KOLLAM,171477994.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,171543616.31,Kerala,KOLLAM,Shri NK Premachandran,,
Rajasthan,2,18th Lok Sabha,459.0,Shri PP Chaudhary,Lok Sabha,PALI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Rajasthan,PALI,Shri PP Chaudhary,,
